级别编码,级别名称,分类编号,分类名称,厚度,长度,宽度,吨位差
00102220,洛阳龙昊白玻一等品,001,白玻,4.9,3660,2250,0
00102219,洛阳龙昊白玻一等品,001,白玻,4.5,3660,2600,0
00102218,洛阳龙昊白玻一等品,001,白玻,4.5,3660,2440,0
00102217,洛阳龙昊白玻一等品,001,白玻,4.5,3660,2250,0
00102216,洛阳龙昊白玻一等品,001,白玻,4.3,3660,2600,0
00102215,洛阳龙昊白玻一等品,001,白玻,4.3,3660,2440,0
00102214,洛阳龙昊白玻一等品,001,白玻,4.3,3660,2250,0
00102213,洛阳龙昊白玻一等品,001,白玻,4.3,3660,2140,0
00102212,洛阳龙昊白玻一等品,001,白玻,4.1,3660,2600,0
00102211,洛阳龙昊白玻一等品,001,白玻,4.1,3660,2440,0.1
00102210,洛阳龙昊白玻一等品,001,白玻,4.1,3660,2440,0
00102209,洛阳龙昊白玻一等品,001,白玻,4.1,3660,2250,0
00102208,洛阳龙昊白玻一等品,001,白玻,4,3660,2440,0
00102207,洛阳龙昊白玻一等品,001,白玻,3.5,3920,2440,0
00102206,洛阳龙昊白玻一等品,001,白玻,3.5,3660,2440,0
00102205,洛阳龙昊白玻一等品,001,白玻,3.5,3660,2250,0
00102204,洛阳龙昊白玻一等品,001,白玻,3.5,3660,2140,0
00102203,洛阳龙昊白玻一等品,001,白玻,3.5,3600,2440,0
00102202,洛阳龙昊白玻一等品,001,白玻,3.5,3580,2440,0
00102201,洛阳龙昊白玻一等品,001,白玻,3.5,2440,1920,0
00102200,洛阳龙昊白玻一等品,001,白玻,3.4,3660,2440,0.2
00102199,洛阳龙昊白玻一等品,001,白玻,3.4,3660,2250,0
00102198,洛阳龙昊白玻一等品,001,白玻,3.4,3660,2140,0.2
00102197,洛阳龙昊白玻一等品,001,白玻,3.4,2440,2000,0
00102196,洛阳龙昊白玻一等品,001,白玻,3.3,3660,2440,0
00102195,洛阳龙昊白玻一等品,001,白玻,3.3,3660,2250,0
00102194,洛阳龙昊白玻一等品,001,白玻,3.3,2440,2000,0
00102193,洛阳龙昊白玻一等品,001,白玻,3.3,2200,2000,0
00102192,洛阳龙昊白玻一等品,001,白玻,3.2,3660,2440,0
00102191,洛阳龙昊白玻一等品,001,白玻,3.2,3660,2250,0
00102190,洛阳龙昊白玻一等品,001,白玻,3.2,2200,2000,0
00102189,洛阳龙昊白玻普通级,001,白玻,6,3660,2440,0
00102188,洛阳龙昊白玻普通级,001,白玻,6,3660,2250,0
00102187,洛阳龙昊白玻普通级,001,白玻,5,3660,2440,0
00102186,洛阳龙昊白玻普通级,001,白玻,5,3660,2140,0
00102185,洛阳龙昊白玻建筑级,001,白玻,4.3,3660,2440,0
00102184,洛阳龙昊白玻建筑级,001,白玻,4,3660,2440,0
00102183,洛阳龙昊白玻建筑级,001,白玻,3.9,3660,2440,0
00102182,洛阳龙昊白玻混装品,001,白玻,3.5,3840,2440,0
00102181,洛阳龙昊白玻混装品,001,白玻,3.5,3660,2440,0
00102180,洛阳龙昊白玻混装品,001,白玻,3.5,3580,2440,0
00102179,洛阳龙昊白玻混装品,001,白玻,3.5,2440,1920,0
00102178,洛阳龙昊白玻混装品,001,白玻,3.4,3660,2440,0
00102177,洛阳龙昊白玻合格品,001,白玻,10,3660,2440,0
00102176,洛阳龙昊白玻合格品,001,白玻,7.2,3660,2440,0
00102175,洛阳龙昊白玻合格品,001,白玻,7.2,3660,2250,0
00102174,洛阳龙昊白玻合格品,001,白玻,6,3660,2440,0
00102173,洛阳龙昊白玻合格品,001,白玻,5,3660,2440,0
00102172,洛阳龙昊白玻合格品,001,白玻,4.5,3660,2440,0
00102171,洛阳龙昊白玻合格品,001,白玻,4.5,3660,2250,0
00102170,洛阳龙昊白玻合格品,001,白玻,3.5,3660,2440,0
00102169,洛阳龙昊白玻合格品,001,白玻,3.5,3660,2250,0
00102168,洛阳龙昊白玻合格品,001,白玻,3.5,3600,2440,0
00102167,洛阳龙昊白玻合格品,001,白玻,3.4,3660,2440,0
00102166,洛阳龙昊白玻合格品,001,白玻,3.4,3660,2250,0
00102165,洛阳龙昊白玻合格品,001,白玻,3.3,2440,1950,0
00102164,洛阳龙昊白玻合格品,001,白玻,3.3,2200,2000,0
00102163,洛阳龙昊白玻合格品,001,白玻,3.3,2200,1950,0
00102162,洛阳龙昊白玻合格品,001,白玻,3.2,3660,2440,0
00102161,洛阳龙昊白玻合格品,001,白玻,3.2,3660,2250,0
00102160,洛阳龙昊白玻定制级,001,白玻,6,3660,2440,0
00102159,洛阳龙昊白玻定制级,001,白玻,6,3300,2440,0
00102158,洛阳龙昊白玻定制级,001,白玻,5.9,3660,2440,0
00102157,洛阳龙昊白玻定制级,001,白玻,5,3660,2440,0
00102156,洛阳龙昊白玻定制级,001,白玻,5,3660,2140,0
00102155,洛阳龙昊白玻定制级,001,白玻,4.9,3660,2440,0
00102154,龙泰白玻优等品,001,白玻,10,3660,2440,0
00102153,龙泰白玻优等品,001,白玻,6,3660,2440,0
00102152,龙泰白玻一等品,001,白玻,6,3660,2440,0
00102151,龙泰白玻过渡色,001,白玻,8,3660,2440,0
00102150,龙泰白玻过渡色,001,白玻,5.8,3660,2440,0
00102149,龙昊白玻一等品,001,白玻,8,3660,2140,0
00102148,龙昊白玻一等品,001,白玻,3.5,3660,2250,0
00102147,临沂中玻优等品,001,白玻,4.8,3660,2440,0
00102146,临沂中玻优等品,001,白玻,4.5,3660,2440,0
00102145,临沂中玻优等品,001,白玻,3.5,3660,2440,0
00102144,临沂中玻优等品,001,白玻,3.5,2440,1830,0
00102143,临沂中玻优等品,001,白玻,3.5,2200,1830,0
00102142,临沂中玻一等品,001,白玻,3.9,2440,2000,0
00102141,临沂中玻一等品,001,白玻,3.9,2440,1830,0
00102140,临沂中玻普白优质加工级,001,白玻,7.4,3660,2440,0
00102139,临沂中玻普白优质加工级,001,白玻,7.4,3660,2250,0
00102138,临沂中玻普白优质加工级,001,白玻,5,3660,2440,0
00102137,临沂中玻普白优质加工级,001,白玻,5,3660,2140,0
00102136,临沂中玻普白优质加工级,001,白玻,4.9,3660,2440,0
00102135,临沂中玻普白优质加工级,001,白玻,4.3,3660,2440,0
00102134,临沂中玻普白优质加工级,001,白玻,4,3660,2250,0
00102133,临沂中玻普白优质加工级,001,白玻,3.9,3660,2440,0
00102132,临沂中玻普白优质加工级,001,白玻,3.9,3660,2250,0
00102131,临沂中玻普白优质加工级,001,白玻,3.8,3660,2440,0
00102130,临沂中玻普白客户定制级,001,白玻,6,3660,2600,0
00102129,临沂中玻普白客户定制级,001,白玻,6,3660,2440,0
00102128,临沂中玻普白客户定制级,001,白玻,6,3660,2280,0
00102127,临沂中玻普白客户定制级,001,白玻,6,3660,2140,0
00102126,临沂中玻普白客户定制级,001,白玻,5,3660,2440,0
00102125,临沂中玻普白客户定制级,001,白玻,4.5,3660,2440,0
00102124,临沂中玻定制无色灰白优质加工级,001,白玻,4.2,3660,2440,0
00102123,临沂中玻定制无色灰白优质加工级,001,白玻,4.2,3660,2140,0
00102122,临沂中玻定制白玻优质加工级,001,白玻,5.9,3660,2600,0
00102121,临沂中玻定制白玻优质加工级,001,白玻,5.9,3660,2140,0
00102120,临沂中玻白玻优质加工级,001,白玻,7.2,3660,2440,0
00102119,临沂中玻白玻优质加工级,001,白玻,6,3660,2440,0
00102118,临沂中玻白玻优质加工级,001,白玻,6,3660,2140,0
00102117,临沂中玻白玻优质加工级,001,白玻,4.9,3660,2440,0
00102116,临沂中玻白玻优质加工级,001,白玻,4.2,3660,2440,0
00102115,临沂中玻白玻优质加工级,001,白玻,4.2,3660,2140,0
00102114,临沂中玻白玻优等品,001,白玻,4.5,3660,2440,0
00102113,临沂中玻白玻优等品,001,白玻,3.5,3660,2440,0
00102112,临沂中玻白玻优等品,001,白玻,3.5,3300,2250,0
00102111,临沂中玻白玻优等品,001,白玻,3.5,2200,2000,0
00102110,临沂中玻白玻优等品,001,白玻,3.5,2200,1830,0
00102109,临沂中玻白玻一等品,001,白玻,3.5,2200,1830,0
00102108,临沂中玻白玻普通级,001,白玻,4.2,3660,2440,0
00102107,临沂中玻白玻客户定制级,001,白玻,4.2,3660,2440,0
00102106,临沂中玻白玻客户定制级,001,白玻,3.9,3660,2440,0
00102105,临沂中玻白玻客户定制,001,白玻,10,3660,2050,0
00102104,临沂中玻白玻客户定制,001,白玻,10,3150,2140,0
00102103,临沂中玻白玻客户定制,001,白玻,5.9,3300,2140,0
00102102,临沂中玻白玻客户定制,001,白玻,5.3,3660,2140,0
00102101,临沂中玻白玻客户定制,001,白玻,4.5,3660,2440,0
00102100,临沂中玻白玻客户定制,001,白玻,4.3,3660,2440,0
00102099,临沂中玻白玻客户定制,001,白玻,4.2,3660,2440,0
00102098,临沂中玻白玻过度板,001,白玻,5.9,3660,2600,0
00102097,临沂中玻白玻过度板,001,白玻,5.9,3660,2140,0
00102096,利虎一等品,001,白玻,12,3660,2800,0.4
00102095,利虎一等品,001,白玻,12,3660,2600,0.4
00102094,利虎一等品,001,白玻,12,3660,2440,0.4
00102093,利虎一等品,001,白玻,12,3660,2250,0.4
00102092,利虎一等品,001,白玻,12,3660,2134,0.4
00102091,利虎一等品,001,白玻,10,3660,2800,0.4
00102090,利虎一等品,001,白玻,10,3660,2600,0.4
00102089,利虎一等品,001,白玻,10,3660,2440,0.2
00102088,利虎一等品,001,白玻,10,3660,2250,0.2
00102087,利虎一等品,001,白玻,10,3660,2134,0.2
00102086,利虎一等品,001,白玻,9.8,3660,2800,0.2
00102085,利虎一等品,001,白玻,9.8,3660,2600,0.2
00102084,利虎一等品,001,白玻,9.8,3660,2440,0.2
00102083,利虎一等品,001,白玻,9.8,3660,2250,0.2
00102082,利虎一等品,001,白玻,9.6,3660,2440,0.2
00102081,利虎一等品,001,白玻,9.6,3660,2134,0.2
00102080,利虎一等品,001,白玻,8,3660,2440,0.4
00102079,利虎一等品,001,白玻,8,3660,2250,0.4
00102078,利虎一等品,001,白玻,8,3660,2134,0.4
00102077,利虎一等品,001,白玻,7.8,3660,2440,0.3
00102076,利虎一等品,001,白玻,7.8,3660,2134,0.3
00102075,利虎一等品,001,白玻,7.6,3660,2440,0.2
00102074,利虎一等品,001,白玻,7.6,3660,2250,0.2
00102073,利虎一等品,001,白玻,7.6,3660,2134,0.2
00102072,利虎一等品,001,白玻,7.3,3660,2000,0.2
00102071,利虎一等品,001,白玻,7.2,3660,2440,0.2
00102070,利虎一等品,001,白玻,7.2,3660,2250,0.2
00102069,利虎一等品,001,白玻,7.2,3660,2000,0.2
00102068,利虎一等品,001,白玻,7,3660,2440,0.2
00102067,利虎一等品,001,白玻,7,3660,2250,0.2
00102066,利虎一等品,001,白玻,7,3660,2134,0.2
00102065,利虎一等品,001,白玻,6,3660,2600,0.2
00102064,利虎一等品,001,白玻,6,3660,2440,0.2
00102063,利虎一等品,001,白玻,6,3660,2250,0.2
00102062,利虎一等品,001,白玻,6,3660,2134,0.2
00102061,利虎一等品,001,白玻,6,3300,2800,0.2
00102060,利虎一等品,001,白玻,6,3300,2250,0.2
00102059,利虎一等品,001,白玻,6,3300,2134,0.2
00102058,利虎一等品,001,白玻,5,3300,2440,0.2
00102057,利虎一等品,001,白玻,5,3300,2250,0.2
00102056,利虎一等品,001,白玻,5,3300,2134,0.2
00102055,利虎一等品,001,白玻,5,2440,2000,0
00102054,利虎一等品,001,白玻,5,2440,1500,0.2
00102053,利虎一等品,001,白玻,4.6,3660,2600,0
00102052,利虎一等品,001,白玻,4.6,3660,2440,0.2
00102051,利虎一等品,001,白玻,4.6,3660,2250,0.2
00102050,利虎一等品,001,白玻,4.6,3300,2600,0.2
00102049,利虎一等品,001,白玻,4.6,3300,2440,0.2
00102048,利虎一等品,001,白玻,4.6,3300,2250,0.2
00102047,利虎一等品,001,白玻,4.6,3300,2134,0.2
00102046,利虎一等品,001,白玻,4.6,2440,1370,0.2
00102045,利虎一等品,001,白玻,4.4,3660,2440,0.2
00102044,利虎一等品,001,白玻,4.4,3300,2600,0.2
00102043,利虎一等品,001,白玻,4.4,3300,2440,0.2
00102042,利虎一等品,001,白玻,4.4,3300,2250,0.2
00102041,利虎一等品,001,白玻,4.3,3660,2134,0.2
00102040,利虎一等品,001,白玻,4.3,3300,2440,0.2
00102039,利虎一等品,001,白玻,4.2,3660,2440,0.2
00102038,利虎一等品,001,白玻,4.2,3300,2440,0.2
00102037,利虎一等品,001,白玻,4.1,3300,2600,0.2
00102036,利虎一等品,001,白玻,4,3300,2250,0.2
00102035,利虎一等品,001,白玻,4,2440,2000,0.3
00102034,利虎一等品,001,白玻,4,2200,1650,0.2
00102033,利虎一等品,001,白玻,3.9,3660,2440,0.2
00102032,利虎一等品,001,白玻,3.9,3660,2250,0.2
00102031,利虎一等品,001,白玻,3.9,3660,2134,0.2
00102030,利虎一等品,001,白玻,3.9,3300,2440,0.2
00102029,利虎一等品,001,白玻,3.9,2200,1900,0.2
00102028,利虎一等品,001,白玻,3.8,2200,1500,0.4
00102027,利虎一等品,001,白玻,3.6,2440,1650,0.2
00102026,利虎一等品,001,白玻,3.5,3660,2440,0
00102025,利虎一等品,001,白玻,3.5,3660,2250,0
00102024,利虎一等品,001,白玻,3.5,2440,1500,0.2
00102023,利虎一等品,001,白玻,3.4,2440,1650,0.2
00102022,利虎一等品,001,白玻,3.4,2200,1700,0.2
00102021,利虎一等品,001,白玻,3.4,2200,1650,0.2
00102020,利虎协议品,001,白玻,6,3660,2440,0.2
00102019,利虎协议品,001,白玻,6,3300,2440,0.2
00102018,利虎协议品,001,白玻,6,3300,2134,0.2
00102017,利虎协议品,001,白玻,3,3300,2134,0.2
00102016,利虎青春合格品,001,白玻,4.2,3300,2440,0.2
00102015,利虎混装品,001,白玻,4,2440,2000,0.3
00102014,利虎混装品,001,白玻,4,2440,1900,0.3
00102013,利虎混装品,001,白玻,4,2200,1650,0.3
00102012,利虎混装品,001,白玻,3.5,2440,1830,0.2
00102011,利虎混装品,001,白玻,3.5,2440,1700,0.2
00102010,利虎混装品,001,白玻,3.5,2440,1500,0.2
00102009,利虎混装品,001,白玻,3.5,2200,1700,0.2
00102008,利虎混装品,001,白玻,3.5,2200,1500,0.2
00102007,利虎混装品,001,白玻,3.5,2000,1500,0.2
00102006,利虎合格品,001,白玻,8,3660,2440,0.2
00102005,利虎合格品,001,白玻,7.8,3660,2440,0.2
00102004,利虎合格品,001,白玻,7.5,3660,2000,0.2
00102003,利虎合格品,001,白玻,7,3660,2440,0.2
00102002,利虎合格品,001,白玻,7,3660,2134,0.2
00102001,利虎合格品,001,白玻,4.4,3300,2440,0.2
00102000,利虎合格品,001,白玻,4.3,3660,2250,0.2
00101999,醴陵旗滨白玻,001,白玻,4.5,3660,2440,0
00101998,廊坊金彪普白一等品,001,白玻,15,5000,3300,0
00101997,廊坊金彪普白一等品,001,白玻,15,4000,3300,0.2
00101996,廊坊金彪普白一等品,001,白玻,15,3660,2800,0.2
00101995,廊坊金彪普白一等品,001,白玻,15,3660,2600,0.2
00101994,廊坊金彪普白一等品,001,白玻,15,3660,2440,0.2
00101993,廊坊金彪普白一等品,001,白玻,15,3660,2140,0.2
00101992,廊坊金彪普白一等品,001,白玻,15,3300,2440,0.2
00101991,廊坊金彪普白一等品,001,白玻,10,3660,2440,0
00101990,廊坊金彪普白一等品,001,白玻,5,3660,2440,0
00101989,廊坊金彪普白一等品,001,白玻,4.5,3660,2440,0
00101988,廊坊金彪普白一等品,001,白玻,4,3660,2440,0
00101987,廊坊金彪普白汽车级,001,白玻,19,3660,2600,0
00101986,廊坊金彪普白汽车级,001,白玻,15,3660,2134,0.2
00101985,廊坊金彪白玻一等品,001,白玻,5,3660,2440,0
00101984,廊坊金彪白玻汽车级,001,白玻,5,3300,2440,0
00101983,廊坊金彪白玻建筑级,001,白玻,3,3300,2440,0
00101982,兰州蓝天一等品,001,白玻,8,3660,2440,0
00101981,兰州蓝天一等品,001,白玻,7.2,2440,1830,0.2
00101980,兰州蓝天一等品,001,白玻,6,3660,2600,0
00101979,兰州蓝天一等品,001,白玻,6,3660,2440,0
00101978,兰州蓝天一等品,001,白玻,6,3660,2280,0
00101977,兰州蓝天一等品,001,白玻,5,3660,2440,0
00101976,兰州蓝天一等品,001,白玻,4.6,3660,2600,0
00101975,兰州蓝天一等品,001,白玻,4.6,3660,2440,0
00101974,兰州蓝天一等品,001,白玻,4.6,3660,2280,0
00101973,兰州蓝天一等品,001,白玻,4.6,2440,2000,0.2
00101972,兰州蓝天一等品,001,白玻,4.6,2440,1830,0
00101971,兰州蓝天一等品,001,白玻,4,2200,2000,0
00101970,兰州蓝天一等品,001,白玻,3.5,2440,1830,0.2
00101969,兰州蓝天协议品,001,白玻,8,3660,2440,0
00101968,兰州蓝天合格品,001,白玻,8,3660,2440,0.2
00101967,兰州蓝天合格品,001,白玻,6,3660,2600,0.2
00101966,兰州蓝天合格品,001,白玻,6,3660,2440,0.2
00101965,兰州蓝天合格品,001,白玻,6,3660,2280,0.2
00101964,兰州蓝天合格品,001,白玻,5,3660,2600,0
00101963,兰州蓝天合格品,001,白玻,5,3660,2440,0.2
00101962,兰州蓝天合格品,001,白玻,5,3660,2280,0
00101961,兰州蓝天合格品,001,白玻,4.6,3660,2440,0
00101960,兰州蓝天合格品,001,白玻,4.6,2440,1830,0
00101959,康宇混装品,001,白玻,2,2440,2000,0.2
00101958,康宇混装品,001,白玻,2,2440,1900,0.2
00101957,康宇合格品,001,白玻,1.1,914,1220,0
00101956,凯盛晶华优等品,001,白玻,7.5,3660,2440,0.2
00101955,凯盛晶华一等品,001,白玻,12,4880,2140,0
00101954,凯盛晶华一等品,001,白玻,12,3660,2740,0
00101953,凯盛晶华一等品,001,白玻,12,3660,2440,0
00101952,凯盛晶华一等品,001,白玻,12,3660,2140,0
00101951,凯盛晶华一等品,001,白玻,10,3800,2290,0
00101950,凯盛晶华一等品,001,白玻,10,3660,2740,0
00101949,凯盛晶华一等品,001,白玻,10,3660,2440,0
00101948,凯盛晶华一等品,001,白玻,10,3660,2250,0
00101947,凯盛晶华一等品,001,白玻,10,3660,2140,0
00101946,凯盛晶华一等品,001,白玻,10,3300,2440,0
00101945,凯盛晶华一等品,001,白玻,8,4880,3300,0
00101944,凯盛晶华一等品,001,白玻,8,4880,2440,0
00101943,凯盛晶华一等品,001,白玻,8,3800,2440,0
00101942,凯盛晶华一等品,001,白玻,8,3660,2800,0
00101941,凯盛晶华一等品,001,白玻,8,3660,2740,0
00101940,凯盛晶华一等品,001,白玻,8,3660,2550,0
00101939,凯盛晶华一等品,001,白玻,8,3660,2440,0
00101938,凯盛晶华一等品,001,白玻,8,3660,2250,0
00101937,凯盛晶华一等品,001,白玻,8,3660,2140,0
00101936,凯盛晶华一等品,001,白玻,8,3660,2000,0
00101935,凯盛晶华一等品,001,白玻,8,3300,2440,0
00101934,凯盛晶华一等品,001,白玻,8,3300,2250,0
00101933,凯盛晶华一等品,001,白玻,8,3300,2140,0
00101932,凯盛晶华一等品,001,白玻,8,3050,2800,0
00101931,凯盛晶华一等品,001,白玻,8,3050,2740,0
00101930,凯盛晶华一等品,001,白玻,8,3050,2140,0
00101929,凯盛晶华一等品,001,白玻,7.6,3660,2600,0
00101928,凯盛晶华一等品,001,白玻,7.6,3660,2440,0
00101927,凯盛晶华一等品,001,白玻,7.6,3660,2250,0
00101926,凯盛晶华一等品,001,白玻,7.5,3660,2600,0
00101925,凯盛晶华一等品,001,白玻,7.5,3660,2440,0
00101924,凯盛晶华一等品,001,白玻,7.5,3660,2250,0
00101923,凯盛晶华一等品,001,白玻,7.3,3660,2800,0
00101922,凯盛晶华一等品,001,白玻,7.3,3660,2440,0
00101921,凯盛晶华一等品,001,白玻,7.2,3660,2440,0.2
00101920,凯盛晶华一等品,001,白玻,6,4880,3300,0
00101919,凯盛晶华一等品,001,白玻,6,3660,2800,0
00101918,凯盛晶华一等品,001,白玻,6,3660,2740,0
00101917,凯盛晶华一等品,001,白玻,6,3660,2600,0
00101916,凯盛晶华一等品,001,白玻,6,3660,2550,0
00101915,凯盛晶华一等品,001,白玻,6,3660,2500,0
00101914,凯盛晶华一等品,001,白玻,6,3660,2440,0
00101913,凯盛晶华一等品,001,白玻,6,3660,2250,0
00101912,凯盛晶华一等品,001,白玻,6,3660,2140,0
00101911,凯盛晶华一等品,001,白玻,6,3660,2050,0
00101910,凯盛晶华一等品,001,白玻,6,3660,2000,0
00101909,凯盛晶华一等品,001,白玻,6,3300,2800,0
00101908,凯盛晶华一等品,001,白玻,6,3300,2760,0
00101907,凯盛晶华一等品,001,白玻,6,3300,2600,0
00101906,凯盛晶华一等品,001,白玻,6,3300,2440,0
00101905,凯盛晶华一等品,001,白玻,6,3300,2250,0
00101904,凯盛晶华一等品,001,白玻,6,3300,2140,0
00101903,凯盛晶华一等品,001,白玻,6,3300,1830,0
00101902,凯盛晶华一等品,001,白玻,6,3050,2740,0
00101901,凯盛晶华一等品,001,白玻,6,3050,2630,0
00101900,凯盛晶华一等品,001,白玻,6,3050,2140,0
00101899,凯盛晶华一等品,001,白玻,5,3660,2740,0
00101898,凯盛晶华一等品,001,白玻,5,3660,2600,0
00101897,凯盛晶华一等品,001,白玻,5,3660,2550,0
00101896,凯盛晶华一等品,001,白玻,5,3660,2440,0
00101895,凯盛晶华一等品,001,白玻,5,3660,2290,0
00101894,凯盛晶华一等品,001,白玻,5,3660,2140,0
00101893,凯盛晶华一等品,001,白玻,5,3300,2630,0
00101892,凯盛晶华一等品,001,白玻,5,3300,2140,0
00101891,凯盛晶华一等品,001,白玻,5,3210,2550,0
00101890,凯盛晶华一等品,001,白玻,5,3050,2800,0
00101889,凯盛晶华一等品,001,白玻,5,3050,2740,0
00101888,凯盛晶华一等品,001,白玻,5,3050,2440,0
00101887,凯盛晶华一等品,001,白玻,5,3050,2140,0
00101886,凯盛晶华一等品,001,白玻,5,2440,2000,0
00101885,凯盛晶华一等品,001,白玻,4.9,3660,2740,0
